run,exp_id,model_id,task,repeat,fold,fold_label,n_train,n_test,n_features,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,mcc,roc_auc,pr_auc,tp,fp,tn,fn,support,n_positive,n_negative,brier,ece,fit_seconds,predict_seconds,params,note,planner_inner_best_score,planner_n_trials,planner_search_seconds,planner_tuning,planner_inner_scores,macro_f1,weighted_f1,macro_precision,macro_recall,n_classes,ovr_auc_macro,precision_normal,recall_normal,f1_normal,support_normal,precision_murmur,recall_murmur,f1_murmur,support_murmur,precision_extrahls,recall_extrahls,f1_extrahls,support_extrahls,precision_artifact,recall_artifact,f1_artifact,support_artifact,precision_extrastole,recall_extrastole,f1_extrastole,support_extrastole,precision_Absent,recall_Absent,f1_Absent,support_Absent,precision_Present,recall_Present,f1_Present,support_Present,precision_Unknown,recall_Unknown,f1_Unknown,support_Unknown
EXP-A2,EXP-A2,M1,binary,1,3,r1f3,2589,651,138,0.8387096774193549,0.8380921619293713,0.837037037037037,0.8391472868217055,0.576530612244898,0.6827794561933535,0.5976172149265516,0.9267154751650876,0.7553536479245262,113.0,83.0,433.0,22.0,651.0,135.0,516.0,0.2215723111187748,0.0636179349687267,0.263841,0.007328,"{""C"": 0.4731474644815011, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""solver"": ""liblinear""}",bayes search inside this training fold,0.830198,12.0,45.48,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M1,binary,1,4,r1f4,2597,643,138,0.8475894245723172,0.8645336354961832,0.8931297709923665,0.8359375,0.582089552238806,0.7048192771084337,0.633474397928554,0.9440899332061068,0.7690825120957091,117.0,84.0,428.0,14.0,643.0,131.0,512.0,0.1985778840130362,0.0532973100372206,28.490326,0.005784,"{""C"": 1.7475951592807504, ""l1_ratio"": 1.0, ""max_iter"": 5000, ""solver"": ""saga""}",bayes search inside this training fold,0.823394,12.0,184.86,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M1,binary,2,0,r2f0,2596,644,138,0.796583850931677,0.8240033927056828,0.8702290076335878,0.7777777777777778,0.5,0.6350974930362117,0.5454560900626817,0.9012990491495916,0.6660260933522809,114.0,114.0,399.0,17.0,644.0,131.0,513.0,0.2738580422216535,0.0577728857185371,2.027331,0.00774,"{""C"": 0.10466029972452176, ""l1_ratio"": 0.0, ""max_iter"": 1000, ""solver"": ""saga""}",bayes search inside this training fold,0.852174,12.0,54.04,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M1,binary,2,1,r2f1,2589,651,138,0.7496159754224271,0.8202459655301828,0.9402985074626866,0.7001934235976789,0.4483985765124555,0.6072289156626506,0.5228261622854127,0.887626663587286,0.6517914068306425,126.0,155.0,362.0,8.0,651.0,134.0,517.0,0.3492595525993643,0.0268629784839466,0.089022,0.00655,"{""C"": 0.001, ""l1_ratio"": 0.0, ""max_iter"": 1000, ""solver"": ""liblinear""}",bayes search inside this training fold,0.829839,12.0,72.16,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M1,binary,2,2,r2f2,2585,655,138,0.8549618320610687,0.8546134768762506,0.8540145985401459,0.8552123552123552,0.609375,0.7112462006079028,0.6336789577010611,0.927331398134318,0.789535710119711,117.0,75.0,443.0,20.0,655.0,137.0,518.0,0.1963578588635942,0.0395519095600166,0.193086,0.008872,"{""C"": 0.6317967091932517, ""l1_ratio"": 0.0, ""max_iter"": 1000, ""solver"": ""lbfgs""}",bayes search inside this training fold,0.828955,12.0,133.62,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M1,binary,2,3,r2f3,2597,643,138,0.8631415241057543,0.8885004174618321,0.931297709923664,0.845703125,0.6069651741293532,0.7349397590361446,0.67512307255719,0.9336682967557252,0.734334489707835,122.0,79.0,433.0,9.0,643.0,131.0,512.0,0.2049711426535372,0.0364688239534072,0.228593,0.007139,"{""C"": 0.4731474644815011, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""solver"": ""liblinear""}",bayes search inside this training fold,0.83663,12.0,77.21,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M1,binary,2,4,r2f4,2593,647,138,0.8624420401854714,0.8488011179758752,0.8257575757575758,0.8718446601941747,0.6228571428571429,0.7100977198697068,0.632861127137228,0.9282141806413652,0.735488216005353,109.0,66.0,449.0,23.0,647.0,132.0,515.0,0.2151302285841873,0.071692949495423,11.908466,0.006953,"{""C"": 60.153087183964686, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""solver"": ""saga""}",bayes search inside this training fold,0.823827,12.0,57.73,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M1,binary,3,0,r3f0,2596,644,138,0.7934782608695652,0.8135276698956891,0.8473282442748091,0.7797270955165692,0.4955357142857143,0.6253521126760564,0.5299703176734413,0.8924303974524946,0.666922682105866,111.0,113.0,400.0,20.0,644.0,131.0,513.0,0.2865192840135177,0.0850934344496013,0.235867,0.006753,"{""C"": 0.4731474644815011, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""solver"": ""liblinear""}",bayes search inside this training fold,0.851371,12.0,87.37,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M1,binary,3,1,r3f1,2593,647,138,0.8639876352395672,0.858223006766696,0.8484848484848485,0.8679611650485437,0.6222222222222222,0.717948717948718,0.6442869840822827,0.9353633421594588,0.7461171607798939,112.0,68.0,447.0,20.0,647.0,132.0,515.0,0.1919318049198612,0.046460440247073,2.831954,0.005691,"{""C"": 0.158616128460017, ""l1_ratio"": 0.0, ""max_iter"": 5000, ""solver"": ""saga""}",bayes search inside this training fold,0.826517,12.0,34.29,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M1,binary,3,2,r3f2,2585,655,138,0.8351145038167939,0.8769622010653972,0.9485294117647058,0.8053949903660886,0.5608695652173913,0.7049180327868853,0.640652537060335,0.9469993199591976,0.756765947024639,129.0,101.0,418.0,7.0,655.0,136.0,519.0,0.22602373750812,0.0302215972612185,4.940098,0.007802,"{""C"": 0.09239685675296978, ""l1_ratio"": 1.0, ""max_iter"": 5000, ""solver"": ""saga""}",bayes search inside this training fold,0.839204,12.0,118.45,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M1,binary,3,3,r3f3,2589,651,138,0.8448540706605223,0.8611111111111112,0.8888888888888888,0.8333333333333334,0.5825242718446602,0.7038123167155426,0.6295771635166278,0.928825724949756,0.7318645428126261,120.0,86.0,430.0,15.0,651.0,135.0,516.0,0.213397604391138,0.0415185316863792,0.235418,0.006039,"{""C"": 0.4731474644815011, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""solver"": ""liblinear""}",bayes search inside this training fold,0.836295,12.0,65.18,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M1,binary,3,4,r3f4,2597,643,138,0.8693623639191291,0.855483659351145,0.8320610687022901,0.87890625,0.6374269005847953,0.7218543046357616,0.6481137146750052,0.92770455629771,0.8035657065012235,109.0,62.0,450.0,22.0,643.0,131.0,512.0,0.1928826533135559,0.0412556676490069,0.231496,0.008141,"{""C"": 0.4731474644815011, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""solver"": ""liblinear""}",bayes search inside this training fold,0.83862,12.0,54.29,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M1,binary,4,0,r4f0,2585,655,138,0.7984732824427481,0.8294230987192565,0.8823529411764706,0.7764932562620424,0.5084745762711864,0.6451612903225806,0.5566396827346879,0.8994531338546979,0.6853219924748621,120.0,116.0,403.0,16.0,655.0,136.0,519.0,0.2876166282330605,0.0698428343447585,2.960756,0.007783,"{""C"": 0.204826454940904, ""l1_ratio"": 0.0, ""max_iter"": 1000, ""solver"": ""saga""}",bayes search inside this training fold,0.841628,12.0,88.12,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M1,binary,4,1,r4f1,2596,644,138,0.8586956521739131,0.8686740175289793,0.8854961832061069,0.8518518518518519,0.6041666666666666,0.718266253869969,0.648854059150761,0.9451066172641104,0.8028562815910667,116.0,76.0,437.0,15.0,644.0,131.0,513.0,0.1938578465568122,0.037278412780999,13.751082,0.007184,"{""C"": 0.1965846755305687, ""l1_ratio"": 1.0, ""max_iter"": 5000, ""solver"": ""saga""}",bayes search inside this training fold,0.837767,12.0,135.38,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M1,binary,4,2,r4f2,2593,647,138,0.8454404945904173,0.8409385113268608,0.8333333333333334,0.8485436893203884,0.5851063829787234,0.6875,0.6052173490087805,0.9370697263901148,0.7875128120823378,110.0,78.0,437.0,22.0,647.0,132.0,515.0,0.2009285704753185,0.0415721325842396,0.303102,0.005743,"{""C"": 0.4731474644815011, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""solver"": ""liblinear""}",bayes search inside this training fold,0.837149,12.0,182.72,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M1,binary,4,3,r4f3,2589,651,138,0.8632872503840245,0.8754737295434969,0.8962962962962963,0.8546511627906976,0.6173469387755102,0.7311178247734139,0.6636934830058137,0.9347975882859604,0.7332916767715192,121.0,75.0,441.0,14.0,651.0,135.0,516.0,0.2019863135354266,0.0289854282275048,0.280663,0.007312,"{""C"": 0.4731474644815011, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""solver"": ""liblinear""}",bayes search inside this training fold,0.833976,12.0,42.63,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M1,binary,4,4,r4f4,2597,643,138,0.8491446345256609,0.8257469584923665,0.7862595419847328,0.865234375,0.5988372093023255,0.6798679867986799,0.5927974357344877,0.8896409828244274,0.679232228216188,103.0,69.0,443.0,28.0,643.0,131.0,512.0,0.2331731922674554,0.0720034798415955,0.289608,0.007279,"{""C"": 4.849856684722168, ""l1_ratio"": 0.0, ""max_iter"": 5000, ""solver"": ""lbfgs""}",bayes search inside this training fold,0.844295,12.0,86.39,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,0,0,r0f0,2593,647,138,0.8377125193199382,0.7825610473668727,0.6893939393939394,0.8757281553398059,0.5870967741935483,0.6341463414634146,0.5335614781346231,0.8899382171226832,0.6158259567396227,91.0,64.0,451.0,41.0,647.0,132.0,515.0,0.2285726722663777,0.0363534931128657,1.647064,0.848453,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}",bayes search inside this training fold,0.804118,12.0,49.92,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,0,1,r0f1,2589,651,138,0.890937019969278,0.7903591327694217,0.6194029850746269,0.9613152804642168,0.8058252427184466,0.70042194092827,0.6433603105637252,0.9415687519847572,0.8060619375524788,83.0,20.0,497.0,51.0,651.0,134.0,517.0,0.1642847165606654,0.0641777049432061,0.910096,0.570273,"{""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}",bayes search inside this training fold,0.786883,12.0,57.7,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,0,2,r0f2,2596,644,138,0.8711180124223602,0.7514173474398465,0.549618320610687,0.953216374269006,0.75,0.6343612334801763,0.5683209560801034,0.9102123417109356,0.740813071550155,72.0,24.0,489.0,59.0,644.0,131.0,513.0,0.1846914929633858,0.0272240143922729,1.521817,0.857941,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}",bayes search inside this training fold,0.802988,12.0,47.32,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,0,3,r0f3,2585,655,138,0.899236641221374,0.8208649212298847,0.6861313868613139,0.9555984555984556,0.8034188034188035,0.7401574803149606,0.6813861951979424,0.9268945692303356,0.7972961373466871,94.0,23.0,495.0,43.0,655.0,137.0,518.0,0.1831256332015097,0.0992339260527572,1.032749,0.565397,"{""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}",bayes search inside this training fold,0.793136,12.0,52.22,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,0,4,r0f4,2597,643,138,0.8895800933125972,0.8653387404580153,0.8244274809160306,0.90625,0.6923076923076923,0.7526132404181185,0.6865458896378248,0.9401240458015268,0.7272608046242767,108.0,48.0,464.0,23.0,643.0,131.0,512.0,0.1762767447722752,0.0594265338380537,1.462223,0.902443,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}",bayes search inside this training fold,0.781056,12.0,45.56,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,1,0,r1f0,2593,647,138,0.8253477588871716,0.7325389820535452,0.5757575757575758,0.8893203883495145,0.5714285714285714,0.5735849056603773,0.4637767392716436,0.8759929390997353,0.5793586488564467,76.0,57.0,458.0,56.0,647.0,132.0,515.0,0.2343892900380969,0.036397600133151,0.822121,0.646897,"{""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}",bayes search inside this training fold,0.823024,12.0,46.01,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,1,1,r1f1,2585,655,138,0.8610687022900764,0.7793905134308059,0.6397058823529411,0.9190751445086706,0.6744186046511628,0.6566037735849056,0.5699110234003436,0.9197976878612716,0.7681681755003893,87.0,42.0,477.0,49.0,655.0,136.0,519.0,0.1879415988153482,0.0371870967717525,1.834653,1.080504,"{""C"": 998.6414196384693, ""class_weight"": ""balanced"", ""gamma"": 0.024720078176140727}",bayes search inside this training fold,0.796005,12.0,52.79,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,1,2,r1f2,2596,644,138,0.903726708074534,0.8145172090531673,0.6641221374045801,0.9649122807017544,0.8285714285714286,0.7372881355932204,0.6854561970061394,0.9500022320432124,0.8557220219502875,87.0,18.0,495.0,44.0,644.0,131.0,513.0,0.1510634820787061,0.0584195523965859,0.876556,0.576479,"{""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}",bayes search inside this training fold,0.789786,12.0,43.64,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,1,3,r1f3,2589,651,138,0.8663594470046083,0.7762273901808785,0.6222222222222222,0.9302325581395348,0.7,0.6588235294117647,0.5776311259194006,0.9214757393051968,0.6705726798919796,84.0,36.0,480.0,51.0,651.0,135.0,516.0,0.1871684372696279,0.0170518637633807,1.446302,0.833005,"{""C"": 0.8984805452588236, ""class_weight"": ""balanced"", ""gamma"": 0.013605140945808798}",bayes search inside this training fold,0.802926,12.0,51.31,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,1,4,r1f4,2597,643,138,0.906687402799378,0.8618797709923665,0.7862595419847328,0.9375,0.762962962962963,0.7744360902255639,0.7157579663585714,0.950336951335878,0.793710260011379,103.0,32.0,480.0,28.0,643.0,131.0,512.0,0.1637787870850351,0.0842682127922333,1.767597,1.047737,"{""C"": 739.5089250712385, ""class_weight"": null, ""gamma"": 0.025906921744528157}",bayes search inside this training fold,0.775709,12.0,51.37,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,2,0,r2f0,2596,644,138,0.843167701863354,0.748084162909394,0.5877862595419847,0.9083820662768032,0.6209677419354839,0.6039215686274509,0.5065366251388301,0.885778908679672,0.6049577431040979,77.0,47.0,466.0,54.0,644.0,131.0,513.0,0.2219906418526931,0.0140430931695929,1.623981,0.844078,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}",bayes search inside this training fold,0.808923,12.0,47.04,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,2,1,r2f1,2589,651,138,0.8863287250384024,0.8316853835272381,0.7388059701492538,0.9245647969052224,0.717391304347826,0.7279411764705882,0.6562295373700462,0.9342359767891684,0.7654289948661671,99.0,39.0,478.0,35.0,651.0,134.0,517.0,0.1720110369920094,0.0502245947448303,0.986337,0.666533,"{""C"": 1.233613500061379, ""class_weight"": ""balanced"", ""gamma"": 0.008766536338520389}",bayes search inside this training fold,0.800238,12.0,45.81,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,2,2,r2f2,2585,655,138,0.899236641221374,0.8101273849449031,0.656934306569343,0.9633204633204632,0.8256880733944955,0.7317073170731707,0.6773072211726867,0.9341092917735254,0.8360196814409605,90.0,19.0,499.0,47.0,655.0,137.0,518.0,0.1655339362976246,0.0715015648365812,1.486269,1.06926,"{""C"": 30.440546640217043, ""class_weight"": null, ""gamma"": 0.017593199224444626}",bayes search inside this training fold,0.789078,12.0,49.31,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,2,3,r2f3,2597,643,138,0.895800933125972,0.8323219823473282,0.7251908396946565,0.939453125,0.753968253968254,0.7392996108949417,0.6744179949509895,0.9424200858778626,0.751282773842733,95.0,31.0,481.0,36.0,643.0,131.0,512.0,0.1675319047568588,0.0711418133630342,1.439544,0.843472,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}",bayes search inside this training fold,0.785236,12.0,50.74,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,2,4,r2f4,2593,647,138,0.8809891808346213,0.798477493380406,0.6590909090909091,0.9378640776699028,0.7310924369747899,0.6932270916334662,0.6209286839667227,0.9201529861724036,0.6794402792572888,87.0,32.0,483.0,45.0,647.0,132.0,515.0,0.1840146375353837,0.0465206583881603,0.967292,0.556345,"{""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}",bayes search inside this training fold,0.802122,12.0,47.31,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,3,0,r3f0,2596,644,138,0.8229813664596274,0.709834382393643,0.5190839694656488,0.9005847953216374,0.5714285714285714,0.544,0.435259084869136,0.8761811228665387,0.5885414105851257,68.0,51.0,462.0,63.0,644.0,131.0,513.0,0.2337942553073379,0.0388918656562684,1.60231,0.853272,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}",bayes search inside this training fold,0.807799,12.0,46.35,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,3,1,r3f1,2593,647,138,0.8918083462132921,0.8390776699029125,0.75,0.9281553398058252,0.7279411764705882,0.7388059701492538,0.6707178455556312,0.9402765519270374,0.7560182760931989,99.0,37.0,478.0,33.0,647.0,132.0,515.0,0.1614628032106908,0.0422558209190607,1.402733,0.887326,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}",bayes search inside this training fold,0.787262,12.0,47.63,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,3,2,r3f2,2585,655,138,0.902290076335878,0.8488113453473876,0.7573529411764706,0.9402697495183044,0.7686567164179104,0.762962962962963,0.7014592881703527,0.9441374815822284,0.81093216828333,103.0,31.0,488.0,33.0,655.0,136.0,519.0,0.1653145407747764,0.0773580401654505,1.625059,0.934619,"{""C"": 1.13317588970326, ""class_weight"": null, ""gamma"": 0.01917339093156976}",bayes search inside this training fold,0.796356,12.0,59.66,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,3,3,r3f3,2589,651,138,0.9001536098310292,0.8194229112833764,0.6814814814814815,0.9573643410852714,0.8070175438596491,0.7389558232931727,0.681472328525867,0.9379414298018948,0.7726277552411102,92.0,22.0,494.0,43.0,651.0,135.0,516.0,0.1706043726213843,0.0819417656324992,0.852835,0.567249,"{""C"": 1.9780827689353788, ""class_weight"": ""balanced"", ""gamma"": 0.004661686413912771}",bayes search inside this training fold,0.78156,12.0,46.63,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,3,4,r3f4,2597,643,138,0.895800933125972,0.7953989742366412,0.6259541984732825,0.96484375,0.82,0.70995670995671,0.6566133253643903,0.9182072996183206,0.7612511193803586,82.0,18.0,494.0,49.0,643.0,131.0,512.0,0.1776961614788256,0.0657957593642296,1.511385,0.84649,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}",bayes search inside this training fold,0.788897,12.0,53.15,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,4,0,r4f0,2585,655,138,0.8473282442748091,0.7897115493596283,0.6911764705882353,0.8882466281310212,0.618421052631579,0.6527777777777778,0.556728111247538,0.9080103139521704,0.6504514210126967,94.0,58.0,461.0,42.0,655.0,136.0,519.0,0.2139164655395135,0.0437726511956997,1.579621,0.868795,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}",bayes search inside this training fold,0.802569,12.0,51.24,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,4,1,r4f1,2596,644,138,0.8866459627329193,0.7924274213948781,0.6335877862595419,0.9512670565302144,0.7685185185185185,0.694560669456067,0.6301561050889123,0.9133967233605642,0.7501080791478688,83.0,25.0,488.0,48.0,644.0,131.0,513.0,0.1830594988645608,0.0538217116262961,1.876774,1.34103,"{""C"": 940.2739219882317, ""class_weight"": null, ""gamma"": 0.02632552295899838}",bayes search inside this training fold,0.787755,12.0,57.12,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,4,2,r4f2,2593,647,138,0.8717156105100463,0.7757502206531333,0.6136363636363636,0.9378640776699028,0.7168141592920354,0.6612244897959184,0.585364787736932,0.928729037952339,0.7654578006016539,81.0,32.0,483.0,51.0,647.0,132.0,515.0,0.1753170565685378,0.041052430055138,1.462586,0.849306,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}",bayes search inside this training fold,0.797571,12.0,57.45,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,4,3,r4f3,2589,651,138,0.8970814132104454,0.8393626184323859,0.7407407407407407,0.937984496124031,0.7575757575757576,0.7490636704119851,0.6844080172508806,0.936534596612116,0.7738971120593724,100.0,32.0,484.0,35.0,651.0,135.0,516.0,0.1709017292743333,0.0748933812327667,1.6059,1.040047,"{""C"": 860.959645077667, ""class_weight"": ""balanced"", ""gamma"": 0.021881539995640433}",bayes search inside this training fold,0.776746,12.0,56.72,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M3,binary,4,4,r4f4,2597,643,138,0.8771384136858476,0.7893606870229007,0.6412213740458015,0.9375,0.7241379310344828,0.680161943319838,0.6061859255075807,0.903879413167939,0.6675208098171236,84.0,32.0,480.0,47.0,643.0,131.0,512.0,0.1966532626499695,0.0388898400810437,1.533487,0.84263,"{""C"": 9.643857615941439, ""class_weight"": ""balanced"", ""gamma"": 0.016949768237884747}",bayes search inside this training fold,0.802829,12.0,49.37,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M4,binary,0,0,r0f0,2593,647,138,0.8330757341576507,0.8388055310385407,0.8484848484848485,0.829126213592233,0.56,0.6746987951807228,0.5908841057581167,0.9167843483377464,0.711168016692921,112.0,88.0,427.0,20.0,647.0,132.0,515.0,0.241849754860908,0.0457524038637681,19.813179,0.627636,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}",bayes search inside this training fold,0.846413,12.0,274.25,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M4,binary,0,1,r0f1,2589,651,138,0.890937019969278,0.8567005398539218,0.7985074626865671,0.9148936170212766,0.7086092715231788,0.7508771929824561,0.6833732223985666,0.9484396200814112,0.8603920203153775,107.0,44.0,473.0,27.0,651.0,134.0,517.0,0.1606455811698752,0.0577209508856135,20.89295,0.648641,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}",bayes search inside this training fold,0.851458,12.0,194.68,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M4,binary,0,2,r0f2,2596,644,138,0.90527950310559,0.8240182729937652,0.6870229007633588,0.9610136452241717,0.8181818181818182,0.7468879668049793,0.6931494099328399,0.9524277190006398,0.8496999653987439,90.0,20.0,493.0,41.0,644.0,131.0,513.0,0.1464681786820984,0.0536702957442987,20.38933,0.603088,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 8, ""n_estimators"": 817}",bayes search inside this training fold,0.856487,12.0,242.69,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXP-A2,EXP-A2,M4,binary,0,3,r0f3,2585,655,138,0.8656488549618321,0.8452639292055351,0.8102189781021898,0.8803088803088803,0.6416184971098265,0.7161290322580646,0.6370298705896813,0.9341233830284924,0.8328534729997971,111.0,62.0,456.0,26.0,655.0,137.0,518.0,0.1960558890075144,0.0588418575410791,6.680817,0.216126,"{""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 9, ""n_estimators"": 273}",bayes search inside this training fold,0.850279,12.0,285.06,nested-bayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
