time_sec,amplitude
0.0,-0.039794921875
0.00025,-0.03656005859375
0.0005,-0.0526123046875
0.00075,-0.08001708984375
0.001,-0.068450927734375
0.00125,-0.04510498046875
0.0015,-0.03045654296875
0.00175,-0.036346435546875
0.002,-0.031951904296875
0.00225,-0.035125732421875
0.0025,-0.02423095703125
0.00275,-0.0224609375
0.003,-0.01800537109375
0.00325,-0.014068603515625
0.0035,-0.035736083984375
0.00375,-0.05126953125
0.004,-0.044464111328125
0.00425,-0.017852783203125
0.0045,0.01959228515625
0.00475,0.056732177734375
0.005,0.046234130859375
0.00525,0.03216552734375
0.0055,-0.004730224609375
0.00575,-0.00732421875
0.006,0.02032470703125
0.00625,0.034912109375
0.0065,0.039703369140625
0.00675,0.027191162109375
0.007,0.024383544921875
0.00725,0.030517578125
0.0075,0.022186279296875
0.00775,0.023956298828125
0.008,0.0318603515625
0.00825,0.035614013671875
0.0085,0.0302734375
0.00875,0.02447509765625
0.009,0.03045654296875
0.00925,0.0369873046875
0.0095,0.03436279296875
0.00975,0.038238525390625
0.01,0.029327392578125
0.01025,0.020660400390625
0.0105,0.02301025390625
0.01075,0.02655029296875
0.011,0.02734375
0.01125,0.040557861328125
0.0115,0.050872802734375
0.01175,0.02886962890625
0.012,0.0013427734375
0.01225,0.005523681640625
0.0125,0.013885498046875
0.01275,0.0142822265625
0.013,0.025177001953125
0.01325,0.009307861328125
0.0135,-0.00360107421875
0.01375,0.008209228515625
0.014,0.0062255859375
0.01425,0.004669189453125
0.0145,0.007568359375
0.01475,0.00567626953125
0.015,-0.00201416015625
0.01525,-0.005767822265625
0.0155,-0.00335693359375
0.01575,0.001312255859375
0.016,0.004974365234375
0.01625,0.0037841796875
0.0165,0.003692626953125
0.01675,-0.00341796875
0.017,-0.003997802734375
0.01725,-0.00146484375
0.0175,-0.00152587890625
0.01775,-0.000579833984375
0.018,0.001007080078125
0.01825,0.00555419921875
0.0185,0.0008544921875
0.01875,-0.002593994140625
0.019,0.000640869140625
0.01925,0.00341796875
0.0195,0.00079345703125
0.01975,-0.00286865234375
0.02,-0.003662109375
0.02025,-0.00091552734375
0.0205,0.002532958984375
0.02075,-0.004486083984375
0.021,-0.008575439453125
0.02125,-0.00115966796875
0.0215,-0.0030517578125
0.02175,-0.002593994140625
0.022,-0.007476806640625
0.02225,-0.005523681640625
0.0225,-0.00152587890625
0.02275,-0.00238037109375
0.023,-0.009063720703125
0.02325,-0.004150390625
0.0235,0.006011962890625
0.02375,-0.010223388671875
0.024,-0.006744384765625
0.02425,-0.0010986328125
0.0245,-0.002105712890625
0.02475,-0.0009765625
0.025,-0.007659912109375
0.02525,-0.0052490234375
0.0255,-0.00146484375
0.02575,-0.002471923828125
0.026,-0.00579833984375
0.02625,-0.00225830078125
0.0265,-0.006866455078125
0.02675,-0.015380859375
0.027,-0.015045166015625
0.02725,-0.013641357421875
0.0275,-0.01385498046875
0.02775,-0.02252197265625
0.028,-0.021759033203125
0.02825,-0.016510009765625
0.0285,-0.02734375
0.02875,-0.031341552734375
0.029,-0.019744873046875
0.02925,-0.02313232421875
0.0295,-0.018829345703125
0.02975,-0.014495849609375
0.03,-0.015838623046875
0.03025,-0.012969970703125
0.0305,-0.02239990234375
0.03075,-0.0213623046875
0.031,-0.01422119140625
0.03125,-0.019622802734375
0.0315,-0.012786865234375
0.03175,-0.01220703125
0.032,-0.006317138671875
0.03225,0.00628662109375
0.0325,0.001312255859375
0.03275,0.00048828125
0.033,-0.0059814453125
0.03325,-0.0142822265625
0.0335,-0.024078369140625
0.03375,-0.029327392578125
0.034,-0.0386962890625
0.03425,-0.04229736328125
0.0345,-0.050079345703125
0.03475,-0.0556640625
0.035,-0.0450439453125
0.03525,-0.0491943359375
0.0355,-0.043670654296875
0.03575,-0.03680419921875
0.036,-0.041534423828125
0.03625,-0.036041259765625
0.0365,-0.032012939453125
0.03675,-0.017730712890625
0.037,-0.011932373046875
0.03725,-0.00494384765625
0.0375,0.007568359375
0.03775,0.008514404296875
0.038,0.02923583984375
0.03825,0.036346435546875
0.0385,0.032196044921875
0.03875,0.043212890625
0.039,0.051422119140625
0.03925,0.04986572265625
0.0395,0.04046630859375
0.03975,0.033111572265625
0.04,0.033111572265625
0.04025,0.022216796875
0.0405,0.020904541015625
0.04075,0.027008056640625
0.041,0.02099609375
0.04125,0.034637451171875
0.0415,0.047576904296875
0.04175,0.038482666015625
0.042,0.02532958984375
0.04225,0.017730712890625
0.0425,0.006103515625
0.04275,0.00030517578125
0.043,-0.008880615234375
0.04325,-0.0238037109375
0.0435,-0.016326904296875
0.04375,0.00457763671875
0.044,0.012786865234375
0.04425,0.006805419921875
0.0445,0.003082275390625
0.04475,0.005157470703125
0.045,0.018157958984375
0.04525,0.042083740234375
0.0455,0.064178466796875
0.04575,0.080535888671875
0.046,0.0762939453125
0.04625,0.0709228515625
0.0465,0.081207275390625
0.04675,0.084625244140625
0.047,0.085296630859375
0.04725,0.07720947265625
0.0475,0.0728759765625
0.04775,0.056243896484375
0.048,0.050018310546875
0.04825,0.058868408203125
0.0485,0.05657958984375
0.04875,0.055145263671875
0.049,0.054962158203125
0.04925,0.04400634765625
0.0495,0.041961669921875
0.04975,0.038116455078125
0.05,0.020904541015625
0.05025,0.018463134765625
0.0505,0.013702392578125
0.05075,0.001068115234375
0.051,-0.008453369140625
0.05125,-0.024139404296875
0.0515,-0.03070068359375
0.05175,-0.03765869140625
0.052,-0.0517578125
0.05225,-0.049835205078125
0.0525,-0.0555419921875
0.05275,-0.051513671875
0.053,-0.044525146484375
0.05325,-0.0521240234375
0.0535,-0.04248046875
0.05375,-0.041595458984375
0.054,-0.040374755859375
0.05425,-0.027984619140625
0.0545,-0.016510009765625
0.05475,-0.01416015625
0.055,-0.0120849609375
0.05525,-0.0048828125
0.0555,6.103515625e-05
0.05575,-9.1552734375e-05
0.056,-0.001800537109375
0.05625,0.00396728515625
0.0565,-0.00323486328125
0.05675,-0.009490966796875
0.057,-0.00384521484375
0.05725,-0.005035400390625
0.0575,-0.011932373046875
0.05775,-0.020721435546875
0.058,-0.01531982421875
0.05825,-0.018646240234375
0.0585,-0.02947998046875
0.05875,-0.024078369140625
0.059,-0.021087646484375
0.05925,-0.020843505859375
0.0595,-0.0220947265625
0.05975,-0.023712158203125
0.06,-0.020721435546875
0.06025,-0.0130615234375
